R 50.00000
Frequency (GHz),RE[Z11],IM[Z11]
6.80000000,1.202e-4,-1.54479
6.85000000,1.186e-4,-1.32026
6.90000000,1.173e-4,-1.09631
6.95000000,1.162e-4,-0.87289
7.00000000,1.155e-4,-0.64996
7.05000000,1.152e-4,-0.42745
7.10000000,1.153e-4,-0.20533
7.15000000,1.160e-4,0.016467
7.20000000,1.173e-4,0.237981
7.25000000,1.192e-4,0.459265
7.30000000,1.219e-4,0.680368
7.35000000,1.254e-4,0.901340
7.40000000,1.298e-4,1.122231
7.45000000,1.352e-4,1.343090
7.50000000,1.416e-4,1.563968
7.55000000,1.492e-4,1.784914
7.60000000,1.580e-4,2.005979
7.65000000,1.676e-4,2.227213
7.70000000,1.778e-4,2.448668
7.75000000,1.883e-4,2.670394
7.80000000,1.992e-4,2.892443
7.85000000,2.101e-4,3.114867
7.90000000,2.211e-4,3.337719
7.95000000,2.320e-4,3.561052
8.00000000,2.426e-4,3.784920
8.05000000,2.528e-4,4.009377
8.10000000,2.624e-4,4.234480
8.15000000,2.713e-4,4.460283
8.20000000,2.794e-4,4.686844
8.25000000,2.866e-4,4.914222
8.30000000,2.926e-4,5.142475
8.35000000,2.975e-4,5.371664
8.40000000,3.011e-4,5.601850
8.45000000,3.033e-4,5.833096
8.50000000,3.042e-4,6.065467
8.55000000,3.036e-4,6.299027
8.60000000,3.017e-4,6.533844
8.65000000,2.985e-4,6.769988
8.70000000,2.942e-4,7.007528
8.75000000,2.888e-4,7.246538
8.80000000,2.827e-4,7.487091
8.85000000,2.761e-4,7.729265
8.90000000,2.694e-4,7.973139
8.95000000,2.631e-4,8.218793
9.00000000,2.577e-4,8.466312
9.05000000,2.539e-4,8.715783
9.10000000,2.525e-4,8.967294
9.15000000,2.542e-4,9.220939
9.20000000,2.601e-4,9.476812
9.25000000,2.714e-4,9.735013
9.30000000,2.893e-4,9.995644
9.35000000,3.115e-4,10.25881
9.40000000,3.344e-4,10.52462
9.45000000,3.576e-4,10.79320
9.50000000,3.809e-4,11.06465
9.55000000,4.034e-4,11.33910
9.60000000,4.247e-4,11.61669
9.65000000,4.437e-4,11.89754
9.70000000,4.595e-4,12.18179
9.75000000,4.709e-4,12.46960
9.80000000,4.764e-4,12.76110
9.85000000,4.744e-4,13.05647
9.90000000,4.630e-4,13.35587
9.95000000,4.398e-4,13.65946
10.0000000,4.022e-4,13.96744
R 50.00000
Frequency (GHz),RE[Z11],IM[Z11]
WIDC = 1400.0
2.00000000,1.690e-4,-41.3952
2.05000000,1.674e-4,-40.2191
2.10000000,1.647e-4,-39.0949
2.15000000,1.613e-4,-38.0188
2.20000000,1.574e-4,-36.9876
2.25000000,1.533e-4,-35.9983
2.30000000,1.492e-4,-35.0481
2.35000000,1.453e-4,-34.1346
2.40000000,1.416e-4,-33.2553
2.45000000,1.382e-4,-32.4082
2.50000000,1.351e-4,-31.5914
2.55000000,1.324e-4,-30.8031
2.60000000,1.301e-4,-30.0415
2.65000000,1.282e-4,-29.3052
2.70000000,1.266e-4,-28.5928
2.75000000,1.253e-4,-27.9029
2.80000000,1.243e-4,-27.2343
2.85000000,1.235e-4,-26.5859
2.90000000,1.228e-4,-25.9566
2.95000000,1.223e-4,-25.3454
3.00000000,1.218e-4,-24.7514
3.05000000,1.214e-4,-24.1738
3.10000000,1.211e-4,-23.6117
3.15000000,1.207e-4,-23.0644
3.20000000,1.202e-4,-22.5311
3.25000000,1.197e-4,-22.0113
3.30000000,1.191e-4,-21.5043
3.35000000,1.185e-4,-21.0094
3.40000000,1.178e-4,-20.5262
3.45000000,1.170e-4,-20.0541
3.50000000,1.161e-4,-19.5926
3.55000000,1.152e-4,-19.1413
3.60000000,1.142e-4,-18.6996
3.65000000,1.131e-4,-18.2673
3.70000000,1.120e-4,-17.8439
3.75000000,1.108e-4,-17.4290
3.80000000,1.096e-4,-17.0223
3.85000000,1.084e-4,-16.6234
3.90000000,1.072e-4,-16.2321
3.95000000,1.060e-4,-15.8479
4.00000000,1.047e-4,-15.4707
4.05000000,1.035e-4,-15.1001
4.10000000,1.023e-4,-14.7359
4.15000000,1.012e-4,-14.3779
4.20000000,1.002e-4,-14.0257
4.25000000,9.929e-5,-13.6792
4.30000000,9.845e-5,-13.3382
4.35000000,9.771e-5,-13.0024
4.40000000,9.706e-5,-12.6717
4.45000000,9.650e-5,-12.3458
4.50000000,9.603e-5,-12.0246
4.55000000,9.565e-5,-11.7078
4.60000000,9.537e-5,-11.3954
4.65000000,9.518e-5,-11.0872
4.70000000,9.508e-5,-10.7830
4.75000000,9.507e-5,-10.4826
4.80000000,9.515e-5,-10.1859
4.85000000,9.531e-5,-9.89286
4.90000000,9.557e-5,-9.60324
4.95000000,9.590e-5,-9.31693
5.00000000,9.633e-5,-9.03381
5.05000000,9.683e-5,-8.75377
5.10000000,9.742e-5,-8.47669
5.15000000,9.809e-5,-8.20246
5.20000000,9.883e-5,-7.93097
5.25000000,9.965e-5,-7.66212
5.30000000,1.006e-4,-7.39580
5.35000000,1.015e-4,-7.13192
5.40000000,1.025e-4,-6.87038
5.45000000,1.036e-4,-6.61110
5.50000000,1.048e-4,-6.35397
5.55000000,1.060e-4,-6.09892
5.60000000,1.072e-4,-5.84586
5.65000000,1.085e-4,-5.59471
5.70000000,1.097e-4,-5.34539
5.75000000,1.110e-4,-5.09781
5.80000000,1.122e-4,-4.85191
5.85000000,1.134e-4,-4.60761
5.90000000,1.145e-4,-4.36484
5.95000000,1.155e-4,-4.12352
6.00000000,1.163e-4,-3.88359
6.05000000,1.171e-4,-3.64498
6.10000000,1.177e-4,-3.40762
6.15000000,1.181e-4,-3.17145
6.20000000,1.185e-4,-2.93639
6.25000000,1.188e-4,-2.70240
6.30000000,1.190e-4,-2.46940
6.35000000,1.191e-4,-2.23733
6.40000000,1.191e-4,-2.00614
6.45000000,1.191e-4,-1.77577
6.50000000,1.190e-4,-1.54615
6.55000000,1.190e-4,-1.31722
6.60000000,1.189e-4,-1.08894
6.65000000,1.190e-4,-0.86123
6.70000000,1.190e-4,-0.63405
6.75000000,1.192e-4,-0.40734
6.80000000,1.195e-4,-0.18104
6.85000000,1.200e-4,0.044901
6.90000000,1.206e-4,0.270543
6.95000000,1.215e-4,0.495939
7.00000000,1.227e-4,0.721144
7.05000000,1.241e-4,0.946215
7.10000000,1.260e-4,1.171206
7.15000000,1.282e-4,1.396172
7.20000000,1.308e-4,1.621170
7.25000000,1.339e-4,1.846255
7.30000000,1.376e-4,2.071483
7.35000000,1.419e-4,2.296910
7.40000000,1.468e-4,2.522594
7.45000000,1.524e-4,2.748590
7.50000000,1.589e-4,2.974958
7.55000000,1.662e-4,3.201755
7.60000000,1.744e-4,3.429040
7.65000000,1.832e-4,3.656873
7.70000000,1.923e-4,3.885315
7.75000000,2.016e-4,4.114426
7.80000000,2.109e-4,4.344269
7.85000000,2.203e-4,4.574908
7.90000000,2.297e-4,4.806408
7.95000000,2.389e-4,5.038834
8.00000000,2.479e-4,5.272254
8.05000000,2.567e-4,5.506737
8.10000000,2.652e-4,5.742353
8.15000000,2.732e-4,5.979174
8.20000000,2.808e-4,6.217274
8.25000000,2.878e-4,6.456728
8.30000000,2.943e-4,6.697615
8.35000000,3.001e-4,6.940014
8.40000000,3.053e-4,7.184007
8.45000000,3.099e-4,7.429680
8.50000000,3.137e-4,7.677118
8.55000000,3.169e-4,7.926412
8.60000000,3.195e-4,8.177655
8.65000000,3.214e-4,8.430942
8.70000000,3.228e-4,8.686373
8.75000000,3.238e-4,8.944050
8.80000000,3.244e-4,9.204080
8.85000000,3.247e-4,9.466573
8.90000000,3.250e-4,9.731644
8.95000000,3.254e-4,9.999411
9.00000000,3.260e-4,10.27000
9.05000000,3.271e-4,10.54353
9.10000000,3.289e-4,10.82015
9.15000000,3.318e-4,11.09999
9.20000000,3.359e-4,11.38320
9.25000000,3.417e-4,11.66993
9.30000000,3.493e-4,11.96034
9.35000000,3.588e-4,12.25459
9.40000000,3.697e-4,12.55287
9.45000000,3.821e-4,12.85534
9.50000000,3.959e-4,13.16221
9.55000000,4.109e-4,13.47367
9.60000000,4.271e-4,13.78994
9.65000000,4.439e-4,14.11124
9.70000000,4.609e-4,14.43780
9.75000000,4.774e-4,14.76986
9.80000000,4.926e-4,15.10769
9.85000000,5.054e-4,15.45157
9.90000000,5.143e-4,15.80178
9.95000000,5.176e-4,16.15863
10.0000000,5.132e-4,16.52244
R 50.00000
Frequency (GHz),RE[Z11],IM[Z11]
WIDC = 1500.0
2.00000000,1.594e-4,-38.5879
2.05000000,1.569e-4,-37.4767
2.10000000,1.539e-4,-36.4141
2.15000000,1.507e-4,-35.3966
2.20000000,1.475e-4,-34.4213
2.25000000,1.442e-4,-33.4853
2.30000000,1.411e-4,-32.5860
2.35000000,1.381e-4,-31.7210
2.40000000,1.353e-4,-30.8882
2.45000000,1.327e-4,-30.0856
2.50000000,1.303e-4,-29.3114
2.55000000,1.282e-4,-28.5638
2.60000000,1.262e-4,-27.8414
2.65000000,1.243e-4,-27.1427
2.70000000,1.227e-4,-26.4664
2.75000000,1.212e-4,-25.8111
2.80000000,1.199e-4,-25.1759
2.85000000,1.187e-4,-24.5595
2.90000000,1.176e-4,-23.9611
2.95000000,1.165e-4,-23.3796
3.00000000,1.156e-4,-22.8143
3.05000000,1.147e-4,-22.2642
3.10000000,1.139e-4,-21.7287
3.15000000,1.131e-4,-21.2071
3.20000000,1.124e-4,-20.6986
3.25000000,1.117e-4,-20.2026
3.30000000,1.110e-4,-19.7186
3.35000000,1.103e-4,-19.2461
3.40000000,1.096e-4,-18.7844
3.45000000,1.089e-4,-18.3330
3.50000000,1.082e-4,-17.8916
3.55000000,1.075e-4,-17.4597
3.60000000,1.068e-4,-17.0369
3.65000000,1.061e-4,-16.6227
3.70000000,1.053e-4,-16.2169
3.75000000,1.046e-4,-15.8190
3.80000000,1.039e-4,-15.4287
3.85000000,1.032e-4,-15.0457
3.90000000,1.025e-4,-14.6697
3.95000000,1.018e-4,-14.3005
4.00000000,1.011e-4,-13.9377
4.05000000,1.004e-4,-13.5810
4.10000000,9.981e-5,-13.2303
4.15000000,9.922e-5,-12.8853
4.20000000,9.866e-5,-12.5457
4.25000000,9.816e-5,-12.2114
4.30000000,9.770e-5,-11.8822
4.35000000,9.730e-5,-11.5578
4.40000000,9.695e-5,-11.2381
4.45000000,9.666e-5,-10.9228
4.50000000,9.644e-5,-10.6119
4.55000000,9.628e-5,-10.3051
4.60000000,9.619e-5,-10.0022
4.65000000,9.617e-5,-9.70325
4.70000000,9.622e-5,-9.40794
4.75000000,9.635e-5,-9.11616
4.80000000,9.656e-5,-8.82778
4.85000000,9.684e-5,-8.54268
4.90000000,9.720e-5,-8.26071
4.95000000,9.764e-5,-7.98176
5.00000000,9.816e-5,-7.70571
5.05000000,9.875e-5,-7.43245
5.10000000,9.942e-5,-7.16187
5.15000000,1.002e-4,-6.89385
5.20000000,1.010e-4,-6.62830
5.25000000,1.019e-4,-6.36511
5.30000000,1.028e-4,-6.10418
5.35000000,1.039e-4,-5.84543
5.40000000,1.050e-4,-5.58876
5.45000000,1.061e-4,-5.33407
5.50000000,1.073e-4,-5.08129
5.55000000,1.086e-4,-4.83033
5.60000000,1.099e-4,-4.58109
5.65000000,1.112e-4,-4.33352
5.70000000,1.126e-4,-4.08751
5.75000000,1.140e-4,-3.84301
5.80000000,1.155e-4,-3.59993
5.85000000,1.170e-4,-3.35819
5.90000000,1.185e-4,-3.11773
5.95000000,1.200e-4,-2.87847
6.00000000,1.216e-4,-2.64035
6.05000000,1.232e-4,-2.40330
6.10000000,1.249e-4,-2.16724
6.15000000,1.265e-4,-1.93211
6.20000000,1.283e-4,-1.69785
6.25000000,1.300e-4,-1.46439
6.30000000,1.318e-4,-1.23166
6.35000000,1.336e-4,-0.99961
6.40000000,1.354e-4,-0.76817
6.45000000,1.372e-4,-0.53727
6.50000000,1.391e-4,-0.30686
6.55000000,1.409e-4,-0.07688
6.60000000,1.428e-4,0.152746
6.65000000,1.448e-4,0.382068
6.70000000,1.467e-4,0.611151
6.75000000,1.487e-4,0.840054
6.80000000,1.507e-4,1.068838
6.85000000,1.527e-4,1.297566
6.90000000,1.548e-4,1.526297
6.95000000,1.569e-4,1.755093
7.00000000,1.590e-4,1.984017
7.05000000,1.612e-4,2.213130
7.10000000,1.634e-4,2.442494
7.15000000,1.657e-4,2.672173
7.20000000,1.681e-4,2.902231
7.25000000,1.705e-4,3.132731
7.30000000,1.730e-4,3.363740
7.35000000,1.755e-4,3.595323
7.40000000,1.781e-4,3.827548
7.45000000,1.807e-4,4.060481
7.50000000,1.833e-4,4.294194
7.55000000,1.860e-4,4.528757
7.60000000,1.888e-4,4.764240
7.65000000,1.917e-4,5.000719
7.70000000,1.948e-4,5.238268
7.75000000,1.980e-4,5.476964
7.80000000,2.014e-4,5.716886
7.85000000,2.050e-4,5.958114
7.90000000,2.088e-4,6.200732
7.95000000,2.129e-4,6.444823
8.00000000,2.174e-4,6.690477
8.05000000,2.221e-4,6.937783
8.10000000,2.273e-4,7.186834
8.15000000,2.328e-4,7.437725
8.20000000,2.388e-4,7.690557
8.25000000,2.453e-4,7.945430
8.30000000,2.522e-4,8.202452
8.35000000,2.597e-4,8.461732
8.40000000,2.677e-4,8.723384
8.45000000,2.761e-4,8.987526
8.50000000,2.849e-4,9.254281
8.55000000,2.939e-4,9.523775
8.60000000,3.031e-4,9.796144
8.65000000,3.125e-4,10.07152
8.70000000,3.219e-4,10.35006
8.75000000,3.313e-4,10.63191
8.80000000,3.406e-4,10.91722
8.85000000,3.497e-4,11.20616
8.90000000,3.586e-4,11.49890
8.95000000,3.672e-4,11.79563
9.00000000,3.754e-4,12.09653
9.05000000,3.833e-4,12.40181
9.10000000,3.908e-4,12.71167
9.15000000,3.981e-4,13.02634
9.20000000,4.054e-4,13.34604
9.25000000,4.127e-4,13.67103
9.30000000,4.202e-4,14.00155
9.35000000,4.275e-4,14.33790
9.40000000,4.347e-4,14.68034
9.45000000,4.420e-4,15.02920
9.50000000,4.496e-4,15.38479
9.55000000,4.576e-4,15.74745
9.60000000,4.666e-4,16.11757
9.65000000,4.768e-4,16.49551
9.70000000,4.891e-4,16.88170
9.75000000,5.041e-4,17.27659
9.80000000,5.228e-4,17.68063
9.85000000,5.467e-4,18.09434
9.90000000,5.774e-4,18.51825
9.95000000,6.169e-4,18.95294
10.0000000,6.679e-4,19.39904
R 50.00000
Frequency (GHz),RE[Z11],IM[Z11]
WIDC = 1600.0
2.00000000,1.509e-4,-36.0982
2.05000000,1.112e-4,-35.0443
2.10000000,9.000e-5,-34.0361
2.15000000,8.145e-5,-33.0706
2.20000000,8.120e-5,-32.1447
2.25000000,8.602e-5,-31.2558
2.30000000,9.358e-5,-30.4015
2.35000000,1.022e-4,-29.5795
2.40000000,1.108e-4,-28.7878
2.45000000,1.186e-4,-28.0245
2.50000000,1.253e-4,-27.2880
2.55000000,1.305e-4,-26.5766
2.60000000,1.342e-4,-25.8888
2.65000000,1.366e-4,-25.2233
2.70000000,1.380e-4,-24.5788
2.75000000,1.382e-4,-23.9542
2.80000000,1.374e-4,-23.3484
2.85000000,1.359e-4,-22.7603
2.90000000,1.336e-4,-22.1891
2.95000000,1.307e-4,-21.6339
3.00000000,1.276e-4,-21.0938
3.05000000,1.243e-4,-20.5680
3.10000000,1.210e-4,-20.0560
3.15000000,1.178e-4,-19.5569
3.20000000,1.147e-4,-19.0702
3.25000000,1.118e-4,-18.5953
3.30000000,1.093e-4,-18.1316
3.35000000,1.070e-4,-17.6786
3.40000000,1.050e-4,-17.2359
3.45000000,1.034e-4,-16.8028
3.50000000,1.021e-4,-16.3791
3.55000000,1.010e-4,-15.9642
3.60000000,1.002e-4,-15.5578
3.65000000,9.971e-5,-15.1596
3.70000000,9.939e-5,-14.7691
3.75000000,9.923e-5,-14.3861
3.80000000,9.922e-5,-14.0102
3.85000000,9.930e-5,-13.6411
3.90000000,9.946e-5,-13.2786
3.95000000,9.965e-5,-12.9223
4.00000000,9.986e-5,-12.5720
4.05000000,1.000e-4,-12.2275
4.10000000,1.002e-4,-11.8885
4.15000000,1.003e-4,-11.5548
4.20000000,1.003e-4,-11.2262
4.25000000,1.003e-4,-10.9025
4.30000000,1.001e-4,-10.5834
4.35000000,9.987e-5,-10.2689
4.40000000,9.954e-5,-9.95862
4.45000000,9.912e-5,-9.65253
4.50000000,9.865e-5,-9.35041
4.55000000,9.812e-5,-9.05212
4.60000000,9.757e-5,-8.75749
4.65000000,9.700e-5,-8.46638
4.70000000,9.643e-5,-8.17864
4.75000000,9.588e-5,-7.89415
4.80000000,9.537e-5,-7.61276
4.85000000,9.492e-5,-7.33436
4.90000000,9.455e-5,-7.05881
4.95000000,9.429e-5,-6.78601
5.00000000,9.416e-5,-6.51584
5.05000000,9.419e-5,-6.24818
5.10000000,9.438e-5,-5.98293
5.15000000,9.478e-5,-5.71998
5.20000000,9.539e-5,-5.45924
5.25000000,9.624e-5,-5.20060
5.30000000,9.735e-5,-4.94398
5.35000000,9.872e-5,-4.68927
5.40000000,1.004e-4,-4.43638
5.45000000,1.023e-4,-4.18524
5.50000000,1.046e-4,-3.93575
5.55000000,1.072e-4,-3.68783
5.60000000,1.100e-4,-3.44139
5.65000000,1.132e-4,-3.19636
5.70000000,1.167e-4,-2.95266
5.75000000,1.205e-4,-2.71021
5.80000000,1.246e-4,-2.46893
5.85000000,1.290e-4,-2.22875
5.90000000,1.338e-4,-1.98959
5.95000000,1.389e-4,-1.75139
6.00000000,1.442e-4,-1.51407
6.05000000,1.499e-4,-1.27757
6.10000000,1.558e-4,-1.04180
6.15000000,1.619e-4,-0.80671
6.20000000,1.683e-4,-0.57222
6.25000000,1.749e-4,-0.33827
6.30000000,1.816e-4,-0.10478
6.35000000,1.885e-4,0.128299
6.40000000,1.956e-4,0.361046
6.45000000,2.027e-4,0.593525
6.50000000,2.099e-4,0.825803
6.55000000,2.171e-4,1.057945
6.60000000,2.243e-4,1.290020
6.65000000,2.314e-4,1.522093
6.70000000,2.385e-4,1.754233
6.75000000,2.455e-4,1.986506
6.80000000,2.523e-4,2.218982
6.85000000,2.590e-4,2.451727
6.90000000,2.654e-4,2.684813
6.95000000,2.716e-4,2.918308
7.00000000,2.775e-4,3.152283
7.05000000,2.831e-4,3.386812
7.10000000,2.883e-4,3.621965
7.15000000,2.932e-4,3.857818
7.20000000,2.976e-4,4.094446
7.25000000,3.017e-4,4.331926
7.30000000,3.053e-4,4.570336
7.35000000,3.084e-4,4.809756
7.40000000,3.110e-4,5.050268
7.45000000,3.131e-4,5.291956
7.50000000,3.148e-4,5.534906
7.55000000,3.159e-4,5.779206
7.60000000,3.165e-4,6.024947
7.65000000,3.167e-4,6.272221
7.70000000,3.163e-4,6.521126
7.75000000,3.155e-4,6.771760
7.80000000,3.143e-4,7.024226
7.85000000,3.127e-4,7.278628
7.90000000,3.107e-4,7.535078
7.95000000,3.085e-4,7.793688
8.00000000,3.060e-4,8.054575
8.05000000,3.034e-4,8.317862
8.10000000,3.008e-4,8.583675
8.15000000,2.982e-4,8.852147
8.20000000,2.957e-4,9.123415
8.25000000,2.935e-4,9.397623
8.30000000,2.918e-4,9.674919
8.35000000,2.909e-4,9.955460
8.40000000,2.915e-4,10.23941
8.45000000,2.937e-4,10.52694
8.50000000,2.977e-4,10.81823
8.55000000,3.035e-4,11.11346
8.60000000,3.113e-4,11.41284
8.65000000,3.209e-4,11.71657
8.70000000,3.324e-4,12.02487
8.75000000,3.456e-4,12.33797
8.80000000,3.604e-4,12.65611
8.85000000,3.763e-4,12.97955
8.90000000,3.930e-4,13.30856
8.95000000,4.101e-4,13.64344
9.00000000,4.269e-4,13.98447
9.05000000,4.430e-4,14.33199
9.10000000,4.578e-4,14.68635
9.15000000,4.715e-4,15.04790
9.20000000,4.844e-4,15.41703
9.25000000,4.975e-4,15.79417
9.30000000,5.117e-4,16.17974
9.35000000,5.280e-4,16.57423
9.40000000,5.475e-4,16.97813
9.45000000,5.710e-4,17.39199
9.50000000,5.990e-4,17.81639
9.55000000,6.305e-4,18.25196
9.60000000,6.640e-4,18.69936
9.65000000,6.991e-4,19.15932
9.70000000,7.346e-4,19.63263
9.75000000,7.695e-4,20.12013
9.80000000,8.024e-4,20.62276
9.85000000,8.323e-4,21.14150
9.90000000,8.579e-4,21.67744
9.95000000,8.785e-4,22.23178
10.0000000,8.942e-4,22.80580
